Name,CR,XP,Race,Class1,Class1_Lvl,Class2,Class2_Lvl,Alignment,Size,Type,subtype1,subtype2,subtype3,subtype4,subtype5,subtype6,AC,AC_Touch,AC_Flat-footed,HP,HD,Fort,Ref,Will,Melee,Ranged,Space,Reach,Str,Dex,Con,Int,Wis,Cha,Feats,Skills,RacialMods,Languages,SQ,Environment,Organization,Treasure,Group,Gear,OtherGear,CharacterFlag,CompanionFlag,Speed,Base_Speed,Fly_Speed,Maneuverability,Climb_Speed,Swim_Speed,Burrow_Speed,Speed_Special,Speed_Land,Fly,Climb,Burrow,Swim,VariantParent,ClassArchetypes,CompanionFamiliarLink,AlternateNameForm,id,UniqueMonster,MR,Mythic,MT,Source
Vulture,0.50,200,,,,,,N,Small,animal,,,,,,,13,12,12,6,1d8+2,6,3,1,bite +2 (1d6+1),,5,5,12,13,14,2,13,7,Great Fortitude,"Fly +7, Perception +9",+8 Perception,,,warm plains or hills,"solitary, pair, or flock (3-24)",none,,,,0,0,"10 ft., fly 50 ft. (average)",10,,average,,,,,1,1,0,0,0,,,NULL,,2227,0,0,0,0,PFRPG Bestiary 3
Vydrarch,14,"38,400",,,,,,CE,Gargantuan,magical beast,,,,,,,29,9,26,199,19d10+95,16,14,12,"2 bites +26 (2d8+10/19-20 plus grab), tail slap +23 (2d8+5 plus poison spines)",,20,20 (30 with bite),30,17,20,7,22,15,"Awesome Blow, Cleave, Critical Focus, Improved Bull Rush, Improved Critical (bite), Multiattack, Power Attack, Staggering Critical, Vital Strike, Weapon Focus (bite)","Perception +23, Swim +26",,Aquan,amphibious,temperate oceans,solitary,standard,,,,0,0,"20 ft., swim 60 ft.",20,,,,,,,1,0,0,0,1,,,NULL,,3201,0,0,0,0,Magnimar City Of Monuments
Walrus,3,800,,,,,,N,Large,animal,,,,,,,17,9,17,30,4d8+12,7,4,2,bite +8 (1d8+7),,10,5,21,11,16,2,13,6,"Endurance, Weapon Focus (bite)","Perception +7, Swim +17",,,hold breath,cold oceans,"solitary, pair, or herd (3-24)",none,,,,0,1,"10 ft., swim 40 ft.",10,,,,40,,,1,0,0,0,1,NULL,,NULL,,5383,0,0,0,0,PFRPG Bestiary 4
Wang Liang,3,800,,,,,,LE,Medium,outsider,evil,extraplanar,lawful,,,,15,12,13,26,4d10+4,2,6,6,"bite +6 (1d6+1 plus poison), 2 claws +6 (1d4+1 plus poison)",,5,5,12,15,13,10,14,12,"Improved Initiative, Weapon Finesse","Bluff +8, Climb +8, Intimidate +6, Knowledge (planes) +5, Perception +9, Sense Motive +9, Survival +9",,"Common, Infernal",,any lawful evil-aligned plane,solitary or troupe (3-7),none,,,,1,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,,3421,0,0,0,0,Tome of Horrors Complete
War Flower,4,"1,200",,,,,,N,Medium,plant,,,,,,,20,15,15,33,6d8+6,6,9,2,"mwk rapier +10 (1d6+2/18-20), or dagger +9 (1d4+2/19-20)",,5,5,14,21,12,1,10,6,"Lightning Reflexes, Improved Initiative, Weapon Finesse",Perception +9,,,,temperate forests (The Hollow Mountain),garden (3-12),"(masterwork rapier, dagger, other treasure)",,,,0,0,40 ft.,40,,,,,,,1,0,0,0,0,NULL,,NULL,,5095,0,0,0,0,Tome of Horrors 4
Warden Jack Swarm,4,"1,200",,,,,,N,Fine,construct,swarm,,,,,,21,20,19,27,5d10,1,3,1,swarm (1d6),,10,0,4,14,-,-,11,1,,,,,,any,"solitary, spill (2-5 swarms), or disaster (6-11)",none,Warden Jack,,,0,0,40 ft.,40,,,,,,,1,0,0,0,0,,,NULL,,3053,0,0,0,0,Tome of Horrors Complete
Warmonger Devil,7,"3,200",,,,,,LE,Large,outsider,devil,evil,extraplanar,lawful,,,22,12,19,84,8d10+40,10,9,5,"mwk trident +13 (2d6+7), 2 legs +7 (1d8+2) or 2 claws +12 (1d6+5), 2 legs +7 (1d8+2)",mwk trident +10 (2d6+7) or net +10 ranged touch (entangle),10,10,20,17,19,14,16,15,"Combat Reflexes, Improved Initiative, Power Attack, Toughness","Acrobatics +14 (+18 jumping), Bluff +13, Climb +17, Craft (weapons) +9, Intimidate +13, Knowledge (dungeoneering) +9, Knowledge (engineering) +9, Knowledge (planes) +13, Perception +16, Stealth +12",,"Celestial, Draconic, Infernal; telepathy 100 ft.","hellstrider, phalanx, stability",Hell,"solitary, pair, or troop (3-18)","standard (masterwork trident, other treasure)",Devil,,,0,0,"40 ft., climb 40 ft.",40,,,40,,,,0,0,0,0,0,,,NULL,,414,0,0,0,0,Book of the Damned V1
Warmonger Wasp,7,"3,200",,,,,,CE,Large,construct,extraplanar,,,,,,21,15,15,85,10d10+30,5,9,4,"bite +15 (1d8+4), 2 claws +15 (1d6+4), sting +15 (1d6+4/19-20 plus poison)",,10,10,18,23,-,3,13,1,"Ability Focus (poison), Great Fortitude, Improved Critical (sting), Improved Initiative, Weapon Finesse","Fly +14, Perception +13, Stealth +13","+8 Perception, +8 Stealth",Abyssal (cannot speak),,any (Abyss),"solitary, pair, or flight (3-12)",none,,,,0,0,"30 ft., fly 30 ft. (good)",30,,good,,,,,1,1,0,0,0,,,NULL,,4680,0,0,0,0,The Worldwound
Warped One,8,"4,800",,,,,,CE,Medium,outsider,chaotic,evil,extraplanar,,,,21,14,17,105,10d10+50,12,9,9,4 claws +16 (1d4+6/19-20),,5,5,22,19,20,12,5,15,"Combat Reflexes, Improved Critical (claws), Improved Initiative, Lightning Reflexes, Skill Focus (Stealth)","Acrobatics +17, Climb +19, Knowledge (planes) +14, Perception +10, Stealth +23, Swim +19, Use Magic Device +15",,Abyssal,,any (Abyss),"solitary, pair, or mob (3-14)",standard,,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,,4681,0,0,0,0,The Worldwound
Warsworn,16,"76,800",,,,,,NE,Gargantuan,undead,,,,,,,29,9,26,207,18d8+126,13,9,17,4 slams +21 (2d6+12 plus energy drain),1 scrap ball +12 (2d6+12),20,5,34,17,-,9,22,25,"Awesome Blow, Blind-Fight, Greater Overrun, Improved Bull Rush, Improved Overrun, Lightning Reflexes, Power Attack, Step Up, Strike Back","Climb +33, Perception +27, Swim +30",,Common (can't speak),profane magic,any,solitary,double standard (nonmagical armor and weapons),,,,0,0,40 ft.,40,,,,,,,1,0,0,0,0,,,NULL,,5385,0,0,0,0,PFRPG Bestiary 4
Wasp Swarm,3,800,,,,,,N,Diminutive,vermin,swarm,,,,,,15,15,14,31,7d8,5,3,3,swarm (2d6 plus poison),,10,0,1,13,10,-,12,9,,"Fly +11, Perception +9",+8 Perception,,"swarm traits, vermin traits",temperate forests,"solitary, pair, fury (3-6 swarms), maelstrom (7-12 swarms)",none,Wasp,,,0,0,"5 ft., fly 40 ft. (good)",5,40,,,,,,1,1,0,0,0,,,NULL,,348,0,0,0,0,PFRPG Bestiary
Water Elemental Construct,13,"25,600",,,,,,N,Huge,construct,elemental,extraplanar,water,,,,27,15,20,205,30d10+40,10,17,10,2 slams +39 (2d8+11),,15,15,33,24,-,-,11,1,,Swim +19,,,,Plane of Water,solitary,none,Elemental Construct,,,0,0,"30 ft., swim 120 ft.",30,,,,,,,1,0,0,0,1,,,NULL,,2577,0,0,0,0,Tome of Horrors Complete
Water Leaper,2,600,,,,,,N,Medium,magical beast,aquatic,,,,,,17,12,15,22,3d10+6,5,5,4,"bite +5 (1d8+3/19-20), tail barb +5 (1d4+2)",,5,5,15,15,14,5,12,16,"Iron Will, Skill Focus (Perception)","Fly -1, Perception +8, Stealth +6 (+14 in water), Swim +10",+4 Stealth (+12 in water),,amphibious,any aquatic,solitary or brood (2-6),none,,,,0,0,"20 ft., fly 10 ft. (clumsy), swim 30 ft.",20,,clumsy,,,,,1,1,0,0,1,NULL,,NULL,,5097,0,0,0,0,Tome of Horrors 4
Water Naga,7,"3,200",,,,,,N,Large,aberration,aquatic,,,,,,20,15,14,76,8d8+40,7,10,9,"bite +10 (2d6+5 plus poison), tail slap +5 (1d8+2)",,10,5,20,23,20,11,17,18,"Combat Casting, Eschew MaterialsB, Lightning Reflexes, Skill Focus (Perception), Skill Focus (Stealth)","Bluff +8, Knowledge (local) +4, Perception +17, Spellcraft +11, Stealth +16, Swim +13",,"Aquan, Common",amphibious,temperate water,"solitary, pair, or nest (3-4)",standard,Naga,,,0,0,"30 ft., swim 50 ft.",30,,,,,,,1,0,0,0,1,,,NULL,,2146,0,0,0,0,PFRPG Bestiary 3
Water Orm,10,"9,600",,,,,,N,Huge,magical beast,aquatic,,,,,,24,11,21,136,13d10+65,13,13,7,"bite +19 (4d6+8/19-20 plus grab), tail slap +14 (2d8+4)",,15,15 (20 with bite),26,16,21,4,13,11,"Improved Critical (bite), Improved Initiative, Improved Iron Will, Iron Will, Lightning Reflexes, Power Attack, Skill Focus (Stealth)","Perception +11, Stealth +14, Swim +16",+4 Perception,Aquan (cannot speak),water travel,any lakes,solitary,none,,,,0,0,"20 ft., swim 50 ft.",20,,,,50,,,1,0,0,0,1,,,NULL,,1390,0,0,0,0,PFRPG Bestiary 2
Water Strider Swarm,1,400,,,,,,N,Diminutive,vermin,swarm,,,,,,18,18,14,9,2d8,3,4,0,swarm (1d6 plus blood drain and distraction),,10,0,1,18,10,-,10,2,,"Acrobatics +6 (+12 jump), Perception +6, Swim +3","Acrobatics (+6 jump), +4 Perception",,water walking,"temperate lakes, rivers, or swamps",solitary or pair,none,Water Strider,,,0,0,"10 ft., swim 20 ft., water walk 30 ft.",10,,,,20,,water walk 30,1,0,0,0,1,,,NULL,,1835,0,0,0,0,AP 49
Water Wraith,2,600,,,,,,CN,Large,magical beast,aquatic,,,,,,16,11,14,19,3d10+3,4,4,2,"bite +4 (1d8+2 plus attach), 4 claws +4 (1d6+2)",,5,5,14,13,13,3,12,6,"Dodge, Improved Initiative","Perception +5, Stealth +1, Swim +14",,,"amphibious, expressive chameleon",warm rivers (Garund),"solitary, pair, or swarm (3-12)",none,,,,0,0,"30 ft., swim 40 ft.",30,,,,,,,1,0,0,0,1,,,NULL,,3592,0,0,0,0,Inner Sea Bestiary
Water Yai,18,"153,600",,,,,,CE,Huge,outsider,aquatic,giant,native,oni,shapechanger,water,32,11,29,297,22d10+176,21,10,18,mwk spear +35/+30/+25/+20 (3d6+21/19-20/x3) or 2 slams +34 (2d6+14),acidic missile +23 (4d6 acid plus nausea),15,15 (20 with spear),39,17,27,16,20,22,"Awesome Blow, Blind-Fight, Cleave, Combat Expertise, Combat Reflexes, Critical Focus, Improved Bull Rush, Improved Critical (spear), Improved Disarm, Improved Initiative, Power Attack","Acrobatics +21 (+29 when jumping), Bluff +27, Disguise +24, Fly +24, Intimidate +27, Knowledge (arcana) +24, Perception +26, Perform (sing) +24, Sense Motive +26, Spellcraft +21, Swim +43",,"Common, Giant","amphibious, change shape (Medium, Large, or Huge humanoid; alter self or giant form II)",any water,solitary,"standard (masterwork spear, other treasure)",Oni,,,0,0,"50 ft., fly 60 ft. (good), swim 60 ft.",50,,good,,,,,1,1,0,0,1,,,NULL,,2157,0,0,0,0,PFRPG Bestiary 3
Wax Golem,3,800,,,,,,N,Medium,construct,,,,,,,15,9,15,42,4d10+20,1,0,1,slam +6 (1d6+3),,5,5,14,9,-,-,11,1,,,,,conditional sentience,any,solitary or gang (2-4),none,Golem,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,NULL,,NULL,,5248,0,0,0,0,PFRPG Bestiary 4
Wayang,0.50,200,Male wayang,illusionist,1,,,CN,Small,humanoid,wayang,,,,,,14,14,11,8,1d6+2,1,3,1,dagger +0 (1d3-1/19-20),blowgun +4 (1),5,5,8,16,12,17,8,13,"Combat Casting, Scribe Scroll","Craft (alchemy) +7, Knowledge (arcana) +7, Perception +2, Spellcraft +7, Stealth +10","+2 Perception, +2 Stealth","Abyssal, Common, Draconic, Goblin, Wayang","arcane bond (amulet), extended illusions +1 round, light and dark, shadow magic",temperate forests,"solitary, pair, tribe (3-24)","NPC gear (blowgun with 20 darts, dagger, other treasure)",,,,1,0,20 ft.,20,,,,,,,1,0,0,0,0,,,NULL,,5388,0,0,0,0,PFRPG Bestiary 4
Weasel,0.50,200,,,,,,N,Tiny,animal,,,,,,,15,14,13,4,1d8,2,4,1,bite +4 (1d3-4 plus attach),,2/1/2002,0,3,15,10,2,12,5,Weapon Finesse,"Acrobatics +10, Climb +10, Escape Artist +3, Stealth +14","+4 Stealth, +8 Acrobatics",,,temperate hills,solitary,none,Familiar,,,0,0,"20 ft., climb 20 ft.",20,,,20,,,,1,0,1,0,0,,,NULL,,191,0,0,0,0,PFRPG Bestiary
Weaverworm,8,"4,800",,,,,,NE,Huge,aberration,,,,,,,20,12,16,95,10d8+50,7,7,9,"1 bite +9 (2d6+7), 2 claw +9 (1d8+7 plus paralytic nails)",,15,15,24,18,18,13,14,17,"Far Shot, Improved Initiative, Point-Blank Shot, Toughness, Weapon Finesse","Bluff +8, Climb +19, Intimidate +16, Knowledge (dungeoneering) +7, Perception +10, Perform (string) +14, Spellcraft +13, Stealth +6",,Common,,any forests or hills,solitary,standard,,,,0,0,"30 ft., burrow 10 ft., climb 30 ft.",30,,,30,,10,,1,0,1,1,0,,,NULL,,1642,0,0,0,0,AP 45
Weedwhip,2,600,,,,,,N,Medium,plant,,,,,,,14,13,11,16,3d8+3,4,4,2,3 tentacles +5 (1d4 plus poison),,5,15,10,17,12,-,13,5,"Improved InitiativeB, Weapon FinesseB",,,,camouflage,temperate or warm forests,"solitary, pair, or patch (3-6)",incidental,,,,0,0,10 ft.,10,,,,,,,1,0,0,0,0,NULL,,NULL,,5391,0,0,0,0,PFRPG Bestiary 4
Well Lurker,9,"6,400",,,,,,N,Large,aberration,,,,,,,21,9,21,114,12d8+60,9,6,9,"6 tentacles +15 (1d8+4 plus grab), bite +16 (2d8+8)",,10,10,26,11,20,4,13,7,"Alertness, Improved Grapple, Lightning Reflexes, Multiattack, Power Attack, Weapon Focus (tentacle)",Perception +20,,,,underground,solitary,incidental,,,,0,0,10 ft.,10,,,,,,,1,0,0,0,0,,,NULL,,3427,0,0,0,0,Tome of Horrors Complete
Wendigo,17,"102,400",,,,,,CE,Large,outsider,cold,native,,,,,32,18,23,279,18d10+180,21,22,11,"bite +26 (2d8+9/19-20 plus 4d6 cold and grab), 2 claws +26 (2d6+9/19-20 plus 4d6 cold)",,10,10,29,29,31,26,20,24,"Ability Focus (howl), Critical Focus, Flyby Attack, Improved Critical (bite), Improved Critical (claws), Improved Initiative, Lightning Reflexes, Persuasive, Tiring Critical","Acrobatics +30, Bluff +28, Diplomacy +9, Fly +36, Intimidate +32, Knowledge (arcana) +26, Knowledge (geography) +26, Knowledge (nature) +26, Knowledge (religion) +26, Knowledge (planes) +29, Perception +26, Sense Motive +26, Spellcraft +29, Stealth +26, Survival +26",,"Aklo, Common, Giant; telepathy 1 mile",no breath,any cold,solitary,none,,,,0,0,fly 120 ft. (perfect),,120,perfect,,,,,0,1,0,0,0,,,NULL,,1391,0,0,0,0,PFRPG Bestiary 2
Werebat,3,800,,,,,,NE,Medium,humanoid,human,shapechanger,,,,,16,12,14,26,3d8+9,4,+5 (+1 vs. traps),3,"bite +5 (1d6+3), 2 claws +5 (1d4+3)",,5,5,16,15,17,10,14,6,"Agile Maneuvers, Combat Reflexes, Weapon Focus (short sword)","Acrobatics +8, Climb +9, Disable Device +8, Disguise +4, Handle Animal +1, Intimidate +4, Perception +8, Sense Motive +8, Sleight of Hand +8, Stealth +8",,Common,"change shape (human, hybrid, and bat; polymorph), lycanthropic empathy (bats and dire bats), rogue talents (ledge walker), trapfinding +1",temperate forests or hills,"solitary, pair, or gang (3-5)","NPC gear (leather armor, mwk shortbow with 20 arrows, mwk short sword, other treasure)",Lycanthrope,,,0,0,"30 ft., fly 40 ft. (average)",30,40,average,,,,,1,1,0,0,0,,,NULL,Hybrid Form,5297,0,0,0,0,PFRPG Bestiary 4
Werebat,3,800,Human natural werebat,rogue,3,,,NE,Medium,humanoid,human,shapechanger,,,,,14,12,12,23,3d8+6,3,+5 (+1 vs. traps),3,mwk short sword +6 (1d6+2/19-20),mwk shortbow +5 (1d6/x3),5,5,14,15,15,10,14,6,"Agile Maneuvers, Combat Reflexes, Weapon Focus (short sword)","Acrobatics +8, Climb +8, Disable Device +8, Disguise +4, Handle Animal +1, Intimidate +4, Perception +8, Sense Motive +8, Sleight of Hand +8, Stealth +8",,Common,"change shape (human, hybrid, and bat; polymorph), lycanthropic empathy (bats and dire bats), rogue talents (ledge walker), trapfinding +1",temperate forests or hills,"solitary, pair, or gang (3-5)","NPC gear (leather armor, mwk shortbow with 20 arrows, mwk short sword, other treasure)",Lycanthrope,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,Human Form,5296,0,0,0,0,PFRPG Bestiary 4
Werebear,4,"1,200",Human,ranger,4,,,LG,Medium,humanoid,human,shapechanger,,,,,16,12,14,34,4d10+8,5,6,2,mwk battleaxe +9 (1d8+4/x3),mwk throwing axe +7 (1d6+3),5,5,16,14,13,12,12,8,"Endurance, Point-Blank Shot, Power Attack, Run, Weapon Focus (battleaxe)","Climb +8, Handle Animal +6, Heal +8, Knowledge (nature) +8, Perception +8, Stealth +7, Survival +8, Swim +8",,"Common, Sylvan","change shape (human, hybrid, and grizzly bear; polymorph), favored terrain (forest +2), hunter's bond (companions), lycanthropic empathy (bears and dire bears), track +2",any forests,"solitary, pair, family (3-6), or troupe (3-6 plus 1-4 black or grizzly bears)","NPC gear (chain shirt, masterwork battleaxe, 2 masterwork throwing axes, other treasure)",Lycanthrope,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,Human Form,1280,0,0,0,0,PFRPG Bestiary 2
Werebear,4,"1,200",Human,ranger,4,,,LG,Large,humanoid,human,shapechanger,,,,,23,11,21,46,4d10+20,6,6,2,"mwk battleaxe +10 (2d6+5/x3), bite +3 (1d8+2 plus curse of lycanthropy), claw +3 (1d6+2 plus grab)",mwk throwing axe +7 (1d6+5),10,10,21,14,19,12,12,8,"Endurance, Point-Blank Shot, Power Attack, Run, Weapon Focus (battleaxe)","Climb +10, Handle Animal +6, Heal +8, Knowledge (nature) +8, Perception +8, Stealth +3, Survival +8, Swim +10",,Common,"change shape (human, hybrid, and bear; polymorph), favored terrain (forest +2), hunter's bond (companions), lycanthropic empathy (bears and dire bears), track +2",any forests,"solitary, pair, family (3-6), or troupe (3-6 plus 1-4 black or grizzly bears)","NPC gear (chain shirt, masterwork battleaxe, 2 masterwork throwing axes, other treasure)",Lycanthrope,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,Hybrid Form,1281,0,0,0,0,PFRPG Bestiary 2
Wereboar,2,600,Human,barbarian,2,,,CN,Medium,humanoid,human,shapechanger,,,,,12,9,11,31,2d12+13,7,1,4,"dagger +6 (1d4+4/19-20), bite +1 (1d4+4)",dagger +4 (1d4+4/19-20),5,5,19,13,18,10,14,8,"Power Attack, Toughness","Handle Animal +4, Intimidate +4, Knowledge (nature) +5, Perception +7, Profession (farmer) +4",,Common,"change shape (human, hybrid, and boar; polymorph), fast movement, lycanthropic empathy (boars and dire boars)",any forests or plains,"solitary, pair, brood (3-8), or troupe (3-8 plus 1-4 boars)","NPC gear (studded leather armor, 2 daggers, other treasure)",Lycanthrope,,,0,0,40 ft.,40,,,,,,,1,0,0,0,0,,,NULL,Human Form,1282,0,0,0,0,PFRPG Bestiary 2
Wereboar,2,600,Human,barbarian,2,,,CN,Medium,humanoid,human,shapechanger,,,,,14,9,13,30,2d12+17,8,1,4,"dagger +8 (1d4+6/19-20), bite +3 (1d4+3 plus curse of lycanthropy), gore +3 (1d8+3)",dagger +3 (1d4+3/19-20),5,5,23,13,23,10,14,8,"Power Attack, Toughness","Handle Animal +4, Intimidate +4, Knowledge (nature) +5, Perception +7, Profession (farmer) +4",,Common,"lycanthropic empathy (boars and dire boars), fast movement, change shape (human, hybrid, and boar; polymorph)",any forests or plains,"solitary, pair, brood (3-8), or troupe (3-8 plus 1-4 boars)","NPC gear (studded leather armor, 2 daggers, other treasure)",Lycanthrope,,,0,0,40 ft.,40,,,,,,,1,0,0,0,0,,,NULL,Hybrid Form,1283,0,0,0,0,PFRPG Bestiary 2
Werecrocodile,3,800,,,,,,NE,Medium,humanoid,human,shapechanger,,,,,23,11,16,30,3d10+9,8,2,2,"bite +7 (1d8+4 plus grab and curse of lycanthropy), tail slap +2 (1d12+2)",,5,5,19,13,16,12,12,6,"Cleave, Great Fortitude, Improved Initiative, Power Attack, Run","Intimidate +4, Perception +4, Stealth +5, Survival +7, Swim +19",,Common,"armor training 1, change shape (human, hybrid, and crocodile; polymorph), hold breath, lycanthropic empathy (crocodiles and dire crocodiles), sprint",warm rivers or marshes,"solitary, pair, or colony (3-12)","NPC gear (mwk battleaxe, other treasure)",Lycanthrope,,,0,0,"30 ft., swim 20 ft.",30,,,,20,,,1,0,0,0,1,,,NULL,Hybrid Form,5299,0,0,0,0,PFRPG Bestiary 4
Werecrocodile,3,800,Human natural werecrocodile,fighter,3,,,NE,Medium,humanoid,human,shapechanger,,,,,11,11,10,27,3d10+6,7,2,+2 (+1 vs. fear),mwk battleaxe +7 (1d8+3/x3),,5,5,17,13,14,12,12,6,"Cleave, Great Fortitude, Improved Initiative, Power Attack, Run","Intimidate +4, Perception +4, Stealth +5, Survival +7, Swim +11",,Common,"armor training 1, change shape (human, hybrid, and crocodile; polymorph), lycanthropic empathy (crocodiles and dire crocodiles)",warm rivers or marshes,"solitary, pair, or colony (3-12)","NPC gear (mwk battleaxe, other treasure)",Lycanthrope,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,Human Form,5298,0,0,0,0,PFRPG Bestiary 4
Wererat,2,600,Human,rogue,2,,,LE,Medium,humanoid,human,shapechanger,,,,,16,13,13,18,2d8+6,2,5,3,short sword +3 (1d6+1/19-20),light crossbow +3 (1d8/19-20),5,5,13,15,14,10,16,6,"Dodge, Weapon Finesse","Acrobatics +7, Bluff +3, Climb +6, Intimidate +3, Knowledge (local) +5, Perception +8, Sense Motive +8, Stealth +7, Swim +6",,Common,"change shape (human, hybrid, and dire rat; polymorph), rogue talents (fast stealth), lycanthropic empathy (rats and dire rats), trapfinding",any urban,"solitary, pair, pack (5-10), or guild (11-30 plus 5-12 dire rats)","NPC gear (masterwork studded leather, short sword, light crossbow with 20 bolts, other treasure)",Lycanthrope,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,Human Form,260,0,0,0,0,PFRPG Bestiary
Wererat,2,600,Human,,,,,LE,Medium,humanoid,human,shapechanger,,,,,19,14,15,20,2d8+8,3,6,3,"short sword +4 (1d6+2/19-20), bite -1 (1d4+1 plus disease and curse of lycanthropy; DC 15)",light crossbow +4 (1d8/19-20),5,5,15,17,16,10,16,6,"Dodge, Weapon Finesse","Acrobatics +8, Bluff +3, Climb +7, Intimidate +3, Knowledge (local) +5, Perception +8, Sense Motive +8, Stealth +8, Swim +7",,Common,"change shape (human, hybrid, and dire rat; polymorph), rogue talents (fast stealth), lycanthropic empathy (rats and dire rats), trapfinding",any urban,"solitary, pair, pack (5-10), or guild (11-30 plus 5-12 dire rats)","NPC gear (masterwork studded leather, short sword, light crossbow with 20 bolts, other treasure)",Lycanthrope,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,Hybrid Form,261,0,0,0,0,PFRPG Bestiary
Wereshark,3,800,Human natural wereshark,fighter,3,,,CE,Medium,humanoid,human,shapechanger,,,,,11,11,10,33,3d10+12,5,2,+3 (+1 vs. fear),mwk trident +9 (1d8+3),,5,5,17,12,14,8,15,8,"Cleave, Great Cleave, Power Attack, Toughness, Weapon Focus (trident)","Survival +8, Swim +10",,Common,"armor training 1, change shape (human, hybrid, and shark; polymorph), lycanthropic empathy (sharks and dire sharks)",any oceans or coastlines,"solitary, pair, or shiver (3-6)","NPC gear (mwk trident, other treasure)",Lycanthrope,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,Human Form,5300,0,0,0,0,PFRPG Bestiary 4
Wereshark,3,800,,,,,,CE,Medium,humanoid,human,shapechanger,,,,,17,11,16,36,3d10+15,6,2,+3 (+1 vs. fear),"mwk trident +9 (1d8+4), bite +2 (1d8+2 plus curse of lycanthropy)",,5,5,19,12,16,8,15,8,"Cleave, Great Cleave, Power Attack, Toughness, Weapon Focus (trident)","Survival +8, Swim +11",,Common,"armor training 1, change shape (human, hybrid, and shark; polymorph), lycanthropic empathy (sharks and dire sharks)",any oceans or coastlines,"solitary, pair, or shiver (3-6)","NPC gear (mwk trident, other treasure)",Lycanthrope,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,Hybrid Form,5301,0,0,0,0,PFRPG Bestiary 4
Weretiger,4,"1,200",Human,rogue,4,,,NE,Medium,humanoid,human,shapechanger,,,,,16,13,13,29,4d8+8,2,7,4,mwk short sword +5 (1d6+1/19-20),mwk dagger +6 (1d4+1/19-20),5,5,13,16,12,10,16,8,"Improved Initiative, Power Attack, Skill Focus (Stealth)","Acrobatics +9, Climb +7, Handle Animal +3, Intimidate +6, Perception +10, Sense Motive +10, Stealth +12, Survival +7, Swim +7",,Common,"change shape (human, hybrid, and tiger; polymorph), lycanthropic empathy (tigers and dire tigers), rogue talents (bleeding attack +2, fast stealth), trapfinding +2",any plains or swamps,solitary or pair,"NPC gear (studded leather, masterwork short sword, 2 masterwork daggers, other treasure)",Lycanthrope,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,Human Form,1284,0,0,0,0,PFRPG Bestiary 2
Weretiger,4,"1,200",Human,rogue,4,,,NE,Large,humanoid,human,shapechanger,,,,,20,12,17,37,4d8+16,4,7,4,"bite +8 (2d6+6 plus grab and curse of lycanthropy), 2 claws +8 (1d8+6 plus grab)",mwk dagger +6 (1d6+6/19-20),5,5,23,16,17,10,16,8,"Improved Initiative, Power Attack, Skill Focus (Stealth)","Acrobatics +9, Climb +12, Handle Animal +3, Intimidate +6, Perception +10, Sense Motive +10, Stealth +8, Survival +7, Swim +2",,Common,"change shape (human, hybrid, and tiger; polymorph), lycanthropic empathy (tigers and dire tigers), rogue talents (bleeding attack +2, fast stealth), trapfinding +2",any plains or swamps,solitary or pair,"NPC gear (studded leather, masterwork short sword, 2 masterwork daggers, other treasure)",Lycanthrope,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,Hybrid Form,1285,0,0,0,0,PFRPG Bestiary 2
Werewolf,2,600,Human,fighter,2,,,CE,Medium,humanoid,human,shapechanger,,,,,17,11,16,19,2d10+4,5,1,2,longsword +5 (1d8+4/19-20),light crossbow +3 (1d8/19-20),5,5,17,13,14,8,14,8,"Cleave, Combat Reflexes, Improved Initiative, Power Attack","Climb +3, Intimidate +4, Perception +4",,Common,"change shape (human, hybrid, and wolf; polymorph), lycanthropic empathy (wolves and dire wolves)",any land,"solitary, pair, or pack (3-6)","NPC gear (chainmail, longsword, light crossbow with 20 bolts, other treasure)",Lycanthrope,,,0,0,30 ft. (20 ft. in armor),30,(20 in armor),,,,,,1,0,0,0,0,,,NULL,Human Form,262,0,0,0,0,PFRPG Bestiary
